Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
1961.0,0.0,australia,queensland,standing,1.0,24.0,"hand bitten, surgically amputated",0.0,3 m [10'] shark,1
1961.0,0.0,mozambique,gaza,bathing,1.0,20.0,his left leg was severely bitten,0.0,unknown,1
1961.0,0.0,south africa,western cape province,"spearfishing, shark grabbed his white t-shirt and towed him",1.0,27.0,torso bruised & abraded,0.0,1.5 m [5'] shark,1
1960.0,0.0,australia,new south wales,unknown,0.0,27.0,"shark brushed past, minor injuries if any",0.0,3 m [10'] shark,1
1960.0,0.0,papua new guinea,milne bay province,free-diving,1.0,24.0,lost left arm,0.0,unknown,1
1960.0,0.0,usa,florida,holding shark on leader & dangling it above the water,1.0,15.0,right hand bitten by hooked shark provoked incident,0.0,"lemon shark, 1164 mm, immature male, identified by  v.g. springer",1
1960.0,0.0,south africa,kwazulu-natal,treading water,1.0,16.0,multiple major injuries,0.0,"white shark, 2.1 m [7']  based on tooth pattern",1
1959.0,1.0,usa,california,swimming,0.0,24.0,"disappeared after diving in “deep hole”, body not recovered, “presumed taken by a shark”",0.0,shark involvement prior to death was not confirmed,1
1958.0,0.0,australia,new south wales,spearfishing / swimming on surface,1.0,17.0,right leg lacerated,0.0,unknown,1
1957.0,0.0,solomon islands,honiara,unknown,0.0,28.0,fatal,1.0,unknown,1
1956.0,0.0,australia,torres strait,"line fishing from lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",1.0,24.0,6 gashes in foot & leg,0.0,2.3 m [7'] shark,1
1956.0,1.0,italy,ligurian sea,boating,0.0,24.0,no details,0.0,said to involve a 7 m [23'] white shark,1
1955.0,1.0,australia,south australia,fishing,0.0,24.0,whelan's head was injured when he fell to the deck as shark rammed boat,0.0,tooth fragments recovered from hull,1
1954.0,0.0,cuba,guantanamo province,spearfishing,1.0,24.0,right thigh & left calf injured by speared shark  provoked incident,0.0,"nurse shark, 58, 34-lb",1
1952.0,0.0,usa,california,body surfing & treading water,1.0,17.0,"fatal, leg lacerated",1.0,"white shark,4.6 m [15']",1
1952.0,1.0,south africa,eastern cape province,unknown,1.0,18.0,"possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female zambesi shark",0.0,shark involvement prior to death was not confirmed,1
1952.0,0.0,netherlands antilles,curacao,went to aid of child being menaced by the shark,1.0,24.0,"buttock bitten, tissue removed",0.0,"bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from eggink was found in its gut. species identification  was made by s. springer based on 4 photographs of the shark.",1
1948.0,0.0,australia,torres strait,pearl diving,1.0,41.0,leg bitten,0.0,unknown,1
1947.0,0.0,usa,california,fishing,1.0,46.0,provoked incident,0.0,a small shark,1
1947.0,1.0,australia,new south wales,rowing,0.0,24.0,"no injury, shark lifted the boat 0.5 m out of the water",0.0,4.5  m [14'9] shark,1
1946.0,0.0,australia,torres strait,pearl diving from lugger,1.0,30.0,"fatal, right arm severed",1.0,unknown,1
1946.0,0.0,south africa,kwazulu-natal,treading water,1.0,21.0,right arm severely lacerated,0.0,unknown,1
1946.0,1.0,south africa,western cape province,unknown,0.0,24.0,"shark holed and sank boat, occupants rescued",0.0,unknown,1
1944.0,1.0,italy,adriatic sea,b-24 aircraft crashed  into the sea,1.0,24.0,fatal,1.0,unknown,1
1943.0,1.0,portugal,unknown,fishing for mackerel,0.0,24.0,no injury to occupants,0.0,unknown,1
1943.0,1.0,papua new guinea,morobe province,"known as the battle of the bismarck sea :  8 japanese destroyers guarding a convoy of 8 transports were attacked by 129 allied fighters, 207 bombers & 3 squadrons of the royal australian air force.",0.0,24.0,"an estimated  3,000 to 7,000 japanese troops perished, some were taken by sharks",1.0,unknown,1
1942.0,0.0,south africa,kwazulu-natal,swimming,1.0,38.0,"calf bitten, leg surgically amputated",0.0,unknown,1
1941.0,1.0,australia,western australia,german raider kormoran was sunk in an engagement with hmas sydney,1.0,24.0,leg bitten,0.0,unknown,1
1940.0,0.0,usa,north carolina,fishing,1.0,24.0,thigh lacerated,0.0,3 m [10'] shark,1
1938.0,0.0,australia,northern territory,canoe capsized by shark,1.0,24.0,"leg severed, but survived",0.0,unknown,1
1937.0,1.0,solomon islands,unknown,"two canoes with 14 aboard blown to sea in a storm. while adrift for 3 week, one person fell overboard and was killed by a shark",1.0,24.0,fatal,1.0,unknown,1
1935.0,0.0,australia,new south wales,surfing,1.0,24.0,abrasions to shins,0.0,unknown,1
1935.0,0.0,australia,new south wales,surfing (pneumatic surfboard),1.0,20.0,"thigh lacerated, abrasions",0.0,unknown,1
1933.0,0.0,usa,south carolina,sitting in 3' of water,1.0,15.0,right knee & left leg bitten,0.0,thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,1
1933.0,0.0,australia,queensland,fishing,1.0,24.0,laceration to lower leg by netted shark provoked incident,0.0,7' to 8' shark,1
1932.0,0.0,usa,new jersey,fishing,1.0,24.0,hooked shark gashed right leg      provoked incident,0.0,16' 800-lb shark,1
1932.0,0.0,mexico,baja california,fishing,1.0,24.0,hooked shark capsized rowboat & the 2 men were drowned provoked incident,1.0,unknown,1
1930.0,0.0,honduras,black river,swimming,1.0,24.0,fatal,1.0,unknown,1
1930.0,0.0,australia,western australia,fishing,1.0,17.0,minor injury,0.0,unknown,1
1930.0,1.0,turkey,unknown,fishing,1.0,24.0,no injury but shark damaged boat,0.0,unknown,1
1929.0,0.0,australia,torres strait,pearl diving,1.0,24.0,heel injured,0.0,unknown,1
1928.0,0.0,australia,unknown,pearl diving,1.0,24.0,injuries to arm,0.0,unknown,1
1927.0,0.0,australia,new south wales,body surfing / treading water,1.0,17.0,"right buttock & thigh bitten, thumb removed",0.0,grey nurse shark?,1
1927.0,0.0,nicaragua,salinas bay,feeling the shark’s teeth,1.0,24.0,"sharks’s jaws snapped shut, lacerating his right hand provoked incident",0.0,unknown,1
1926.0,0.0,usa,new jersey,swimming,1.0,18.0,fatal,1.0,unknown,1
1919.0,0.0,australia,new south wales,swimming,1.0,47.0,"fatal, left leg & calf bitten, leg surgically amputated",1.0,unknown,1
1918.0,0.0,australia,queensland,diving,1.0,24.0,survived,0.0,unknown,1
1916.0,1.0,usa,new york,swimming,0.0,24.0,"no attack,  no injury",0.0,unknown,1
1916.0,0.0,australia,new south wales,swimming,1.0,24.0,fatal,1.0,unknown,1
1914.0,0.0,usa,louisiana,swimming,1.0,17.0,fatal,1.0,unknown,1
1910.0,1.0,usa,alabama,"unknown, their unoccupied yawlboat was recovered",1.0,24.0,presumed drowned & bodies taken by sharks,0.0,shark involvement prior to death unconfirmed,1
1909.0,0.0,mexico,guerrero,bathing,0.0,24.0,fatal,1.0,unknown,1
1908.0,0.0,croatia,adriatic sea,watercraft,0.0,24.0,"fatal, lost a leg",1.0,"species unknown, possible white shark",1
1906.0,0.0,indonesia,maluku province,hard hat diving,1.0,24.0,fatal,1.0,unknown,1
1905.0,0.0,usa,new jersey,swimming from naptha launch after a day of fishing,1.0,24.0,3 toes of right foot were severed,0.0,unknown,1
1905.0,0.0,south africa,kwazulu-natal,swimming,1.0,26.0,"fatal, thigh bitten, femoral artery severed",1.0,unknown,1
1901.0,0.0,cyprus,southern cyprus,swimming,1.0,24.0,"fatal, bitten on arms, chest & legs",1.0,2 m shark,1
1898.0,1.0,crete,unknown,sponge divers,1.0,24.0,unknown,0.0,questionable,1
1897.0,0.0,usa,south carolina,standing,1.0,24.0,lacerations to lower leg,0.0,unknown,1
1896.0,0.0,usa,south carolina,bathing,1.0,24.0,lacerations to foot and calf,0.0,unknown,1
1896.0,0.0,haiti,off cape haitien,wading,1.0,15.0,leg severed below knee,0.0,unknown,-1
1895.0,0.0,usa,rhode island,swimming,1.0,26.0,fatal,1.0,unknown,-1
1895.0,0.0,australia,queensland,swimming,1.0,13.0,lower leg & foot bitten,0.0,unknown,-1
1893.0,0.0,fiji,unknown,canoe swamped,0.0,24.0,fatal,1.0,unknown,1
1883.0,0.0,australia,new south wales,swimming,1.0,21.0,fatal,1.0,unknown,-1
1880.0,1.0,australia,new south wales,fishing,0.0,24.0,"no injury to occupants, shark rammed boat",0.0,12' shark,1
1877.0,0.0,australia,victoria,fishing,1.0,24.0,severe bite to hand,0.0,unknown,1
1874.0,1.0,croatia,zadar county,fishing,0.0,24.0,"shark damaged boat, but no injury to occupants",0.0,unknown,1
1873.0,0.0,cuba,havana province,swimming / escaping imprisonment,1.0,27.0,"legs severed bitten, later surgically amputated",0.0,unknown,-1
1872.0,1.0,azores,unknown,unknown,1.0,24.0,"no injury, but according to fosdyk, captain & crew were killed by sharks",0.0,unknown,-1
1862.0,0.0,australia,queensland,trying to catch a wounded bird,1.0,24.0,fatal,1.0,unknown,-1
1862.0,0.0,spain,unknown,bathing,0.0,24.0,survived,0.0,unknown,-1
1862.0,0.0,south africa,kwazulu-natal,bathing,1.0,24.0,lacerations,0.0,unknown,-1
1860.0,0.0,bahamas,new providence island,"in boat being towed by ship, karnak",1.0,24.0,fatal,1.0,remains recovered from shark caught days later,-1
1855.0,0.0,australia,south australia,fell overboard from the malacca,0.0,24.0,fatal,1.0,unknown,-1
1844.0,0.0,algeria,unknown,swimming,1.0,24.0,fatal,1.0,unknown,-1
1839.0,0.0,cuba,matanzas province (north coast),sitting on gunwale of boat,1.0,24.0,fatal,1.0,a large shark,-1
1829.0,0.0,usa,new jersey,fell overboard from the ship gem,1.0,24.0,fatal,1.0,unknown,-1
1827.0,0.0,egypt,unknown,unknown,1.0,24.0,remains of the men were recovered from a +17-foot shark,1.0,unknown,-1
1822.0,0.0,nigeria,rivers state,unknown,0.0,24.0,fatal,1.0,unknown,-1
1805.0,1.0,usa,new york,unknown,1.0,24.0,human remains (male) found in shark’s gut,0.0,shark involvement prior to death unconfirmed,-1
2023.0,0.0,usa,florida,swimming,0.0,24.0,multiple puncture wounds to right thigh,0.0,unknown,1
2023.0,0.0,usa,new jersey,surfing,0.0,15.0,lacerations to left foot and calf,0.0,unknown,1
2023.0,0.0,mexico,gulf of california,diving with  surface-supplied air,1.0,53.0,fatal,1.0,unknown,1
2022.0,0.0,usa,south carolina,standing,0.0,24.0,multiple llacerations to right forearm,0.0,blacktip shark,1
2021.0,0.0,usa,florida,surfing,1.0,35.0,minor cuts to right foot and ankle,0.0,unknown,1
2021.0,0.0,bahamas,unknown,jackass team's publicity stunt for discovery channel's shark week 2021,1.0,24.0,lacerations to right hand  provoked incident,0.0,unknown,1
2021.0,0.0,ecuador,galapagos,diving,1.0,31.0,single bite to right thigh,0.0,galapagos shark,1
2021.0,0.0,australia,western australia,surfing,1.0,25.0,lacerations to calf and ankle,0.0,unknown,1
2021.0,0.0,usa,florida,standing,1.0,12.0,left arm bitten,0.0,unknown,1
2020.0,0.0,australia,western australia,surfing,1.0,24.0,"no injury, board bitten",0.0,unknown,1
2020.0,0.0,usa,hawaii,snorkeling,0.0,35.0,severe injury to torso,0.0,unknown,1
2020.0,0.0,usa,california,kayak fishing,1.0,24.0,"no injury, kayak damaged",0.0,white shark,1
2020.0,0.0,usa,florida,boogie boarding,0.0,50.0,minor lacerations to left leg,0.0,unknown,1
2020.0,0.0,usa,alabama,swimming,1.0,14.0,lacerations to foot and toes,0.0,blacktip or spinner shark,1
2019.0,2.0,australia,queensland,spearfishing,1.0,38.0,"believed to have drowned. partial remains washed ashore at north beach, mylestom, new south wales on 17 december. shark involvement prior to death could not be confirmed",0.0,unknown,1
2019.0,0.0,usa,florida,surfing,1.0,20.0,lacerations to right foot,0.0,unknown,1
2019.0,0.0,australia,new south wales,surfing,1.0,29.0,"no injury, surfboard severely damaged",0.0,"white shark, 3.5 m",1
2019.0,0.0,usa,hawaii,surfing,0.0,24.0,"no injury, back of board bitten",0.0,6' to 7' shark,1
2019.0,0.0,usa,hawaii,surfing,1.0,16.0,"no injury, board damaged",0.0,10' to 12' shark,1
2019.0,2.0,usa,hawaii,picking opihi,1.0,58.0,"probable death by drowning, body scavenged by shark",0.0,tiger shark,1
2018.0,0.0,australia,new south wales,surfing,1.0,42.0,20 cm injury to left calf,0.0,5' shark,1
2018.0,1.0,usa,california,fishing,1.0,55.0,"no injury, shark nicked kayak",0.0,white shark,1
2018.0,0.0,usa,massachusetts,swimming,1.0,61.0,"lacerations to leg, hip and hand",0.0,white shark,1
2018.0,0.0,usa,florida,wading,1.0,17.0,foot bitten,0.0,unknown,1
2018.0,0.0,usa,florida,fishing,1.0,24.0,injury to fingers while removing hook from shark          provoked incident,0.0,nurse shark,1
2017.0,0.0,usa,florida,surfing,1.0,17.0,minor injury to right hand,0.0,unknown,1
2017.0,0.0,reunion,saint-andre,body boarding,1.0,26.0,fatal,1.0,unknown,1
2016.0,0.0,australia,new south wales,surfing,1.0,25.0,minor wound to lower right leg & surfboard bitten,0.0,unknown,1
2016.0,0.0,french polynesia,tuamotos,spearfishing,1.0,26.0,"severe lacerations to right forearm, hand and calf from speared shark provoked incident",0.0,"grey reef shark, 2 m",1
2016.0,1.0,usa,california,surfing,0.0,24.0,board reportedly bumped by shark. no injury,0.0,shark involvement not confirmed,1
2016.0,0.0,australia,new south wales,windsurfing,1.0,40.0,"no injury, shark bit board",0.0,unknown,1
2015.0,0.0,usa,hawaii,paddle boarding,1.0,71.0,"no injury, shark bit board",0.0,9' shark,1
2015.0,0.0,australia,tasmania,scallop diving on hookah,1.0,46.0,fatal,1.0,"white shark, 3.9 to 4.2 m",1
2015.0,0.0,south africa,eastern cape province,surfing,1.0,34.0,no injury,0.0,white shark,1
2015.0,0.0,usa,north carolina,swimming,1.0,18.0,"injuries to right calf, buttock and both hands",0.0,bull shark,1
2015.0,0.0,usa,florida,attempting to rescue a shark,0.0,17.0,puncture wound to finger,0.0,small nurse shark,1
2014.0,0.0,spain,granada,fishing for blue sharks,1.0,24.0,glancing bite to wrist from netted shark provoked incident,0.0,unknown,1
2014.0,0.0,usa,florida,surfing,1.0,44.0,laceration to left hand,0.0,2' shark,1
2014.0,0.0,french polynesia,moorea,feeding fish,0.0,36.0,thumb & finger nipped,0.0,blacktip shark,1
2014.0,1.0,usa,massachusetts,kayaking,0.0,24.0,"no injury, shark bit kayak",0.0,"white shark, 12' to 14'",1
2014.0,0.0,australia,western australia,spearfishing,1.0,24.0,minor injury,0.0,reef shark?,1
2013.0,0.0,usa,hawaii,kayaking / fishing,1.0,57.0,fatal,1.0,unknown,1
2013.0,0.0,usa,south carolina,unknown,0.0,24.0,no details,0.0,unknown,1
2013.0,1.0,spain,catalonia,swimming,1.0,48.0,"scrape to right forearm. frennet says inflicted by a blue shark, but authorities question shark involvement",0.0,shark involvement not confirmed,1
2012.0,0.0,new zealand,south island,scuba diving,0.0,25.0,"no injury, shark grabbed hood",0.0,seven-gill shark,1
2012.0,0.0,australia,south australia,surfing,1.0,48.0,lacerations to torso & arm,0.0,white shark or bronze whaler,1
2012.0,0.0,australia,new south wales,surf skiing,1.0,30.0,"no injury, ski bitten",0.0,"white shark, 2 m",1
2012.0,0.0,fiji,unknown,spearfishing,1.0,20.0,lacerations to head,0.0,unknown,1
2012.0,0.0,australia,new south wales,surfing,1.0,28.0,right forearm and wrist injured,0.0,2 m shark,1
2011.0,1.0,south africa,eastern cape province,kayak fishing,1.0,35.0,no injury but kayak dented,0.0,unknown,1
2011.0,0.0,indonesia,bali,surfing,1.0,18.0,lacerations to right hand,0.0,unknown,1
2011.0,0.0,australia,western australia,body boarding,1.0,21.0,fatal,1.0,white shark,1
2011.0,1.0,usa,north carolina,unknown,1.0,12.0,abrasions to left hand,0.0,shark involvement not confirmed,1
2011.0,0.0,brazil,pernambuco,surfing,1.0,21.0,lacerations to right thigh,0.0,unknown,1
2011.0,0.0,mexico,quintana roo,swimming,0.0,24.0,lower leg & foot bitten,0.0,bull shark,1
2010.0,0.0,egypt,south sinai peninsula,snorkeling,0.0,70.0,fatal,1.0,"oceanic whitetip shark, 2.5m",1
2008.0,1.0,taiwan,unknown,fishing boat swamped in storm,1.0,45.0,fatal,1.0,unknown,1
2008.0,0.0,usa,florida,wading,0.0,35.0,lacerations to lower right calf,0.0,unknown,1
2008.0,0.0,australia,western australia,swimming,1.0,37.0,severe lacerations to left leg,0.0,"white shark, 4m",1
2007.0,0.0,usa,hawaii,floating,1.0,32.0,lacerations to left lower leg,0.0,tiger shark,1
2007.0,0.0,bahamas,grand bahama island,spearfishing,0.0,48.0,thigh bitten,0.0,caribbean reef shark,1
2007.0,0.0,usa,florida,surfing,1.0,16.0,foot bitten,0.0,4' to 5' shark,1
2007.0,0.0,usa,california,surfing,1.0,20.0,"no injury, shark bit surfboard",0.0,unknown,1
2007.0,1.0,usa,california,swimming,0.0,43.0,foot injured. shark involvment uncomfirmed,0.0,shark involvement not confirmed,1
2007.0,0.0,usa,florida,surfing,0.0,21.0,knee bitten,0.0,4' to 5' shark,1
2007.0,0.0,usa,hawaii,snorkeling,0.0,63.0,right foot bitten,0.0,"tiger shark, 14'",1
2007.0,0.0,australia,queensland,swimming,0.0,59.0,"bruises to arm and hand, laceration to lower leg & minor injuries to foot",0.0,2 to 2.5 m shark,1
2006.0,0.0,usa,hawaii,surfing,1.0,31.0,"no injury, shark bumped surfboard",0.0,unknown,1
2006.0,0.0,usa,guam,scuba diving,0.0,24.0,laceration to leg,0.0,"tiger shark, 10' to 12'",1
2005.0,0.0,usa,california,surfing,1.0,25.0,"no injury, board bitten",0.0,unknown,1
2005.0,0.0,usa,texas,wading,1.0,6.0,two 2-inch lacerations on right foot,0.0,unknown,1
2005.0,0.0,usa,hawaii,surfing,1.0,47.0,"no injury, board damaged",0.0,"tiger shark, 3 m [10']",1
2004.0,1.0,new zealand,north island,unknown,0.0,24.0,no injury,0.0,invalid,1
2004.0,0.0,brazil,pernambuco,wading,0.0,24.0,hips & thighs bitten,0.0,unknown,1
2003.0,0.0,usa,florida,surfing,1.0,21.0,left foot bitten,0.0,unknown,1
2003.0,0.0,usa,south carolina,"standing, stepped on shark",1.0,15.0,ankle lacerated,0.0,7' shark,1
2003.0,0.0,bahamas,abaco islands,spearfishing,1.0,39.0,left calf bitten,0.0,2.1 m  [7'] bull shark,1
2003.0,0.0,usa,florida,walking,0.0,9.0,laceration to right lower leg,0.0,unknown,1
2003.0,0.0,usa,florida,surfing,1.0,23.0,small lacerations to foot,0.0,0.9 m to 1.2 m [3' to 4'] shark,1
2002.0,0.0,south africa,kwazulu-natal between port edward and port st johns,snorkeling (filming the sardine run),1.0,50.0,upper arm bitten,0.0,1.5 to 2.5 m [5' to 8.25'] copper shark,1
2001.0,1.0,australia,queensland,unknown,1.0,31.0,no injury from shark,0.0,4 m [13'] white shark,1
2001.0,0.0,usa,north carolina,swimming,0.0,23.0,left buttock & foot  severed,0.0,a large white shark was filmed by divers on a local wreck 2 days prior to the incident.,1
2001.0,0.0,usa,california,surfing,1.0,24.0,"foot bruised, board dinged",0.0,1.8 m to 2.4 m [6' to 8'] black finned shark,1
2000.0,0.0,australia,queensland,scuba diving,1.0,23.0,hand bitten,0.0,unknown,1
2000.0,0.0,australia,western australia,swimming,1.0,52.0,leg & feet lacerated,0.0,"white shark, 4.9 m [16']",1
2000.0,0.0,usa,florida,swimming,1.0,69.0,right hand lacerated,0.0,unknown,1
2000.0,0.0,usa,south carolina,unknown,0.0,24.0,non-fatal,0.0,unknown,1
2000.0,1.0,australia,victoria,unknown,0.0,24.0,probable drowning,0.0,shark involvement prior to death was not confirmed,1
2000.0,0.0,australia,south australia,surfing,1.0,26.0,hand bitten,0.0,3 m [10'] shark,1
1999.0,0.0,new zealand,south island,swimming,0.0,13.0,arm bitten,0.0,sevengill shark,1
1999.0,0.0,usa,florida,surfing,1.0,21.0,right hand and wrist lacerated,0.0,3' to 4' shark,1
1999.0,0.0,usa,florida,splashing / wading,1.0,5.0,knee lacerated,0.0,blacktip or spinner shark,-1
1999.0,1.0,new zealand,north island,inflatable boat,0.0,24.0,no injury to occupant: boat lost,0.0,unknown,1
1999.0,1.0,australia,northern territory,fishing,0.0,37.0,"cut foot, but injury caused by fishing line, not the shark",0.0,shark involvement not confirmed,1
1998.0,0.0,south africa,eastern cape province,surfing,1.0,16.0,knee bitten,0.0,5' to 6' shark,1
1998.0,0.0,usa,oregon,surfing (lying prone on his board),1.0,50.0,right thigh bitten,0.0,5 m [16.5'] white shark,1
1998.0,0.0,new caledonia,south province,windsurfing,1.0,24.0,"no injury, board bumped & fin damaged",0.0,1.7 m shark,1
1997.0,1.0,australia,new south wales,unknown,1.0,21.0,5 m white shark obsrved feeding on remains 6 days later,0.0,shark involvement prior to death suspected but not confirmed,1
1997.0,0.0,usa,texas,wading,0.0,10.0,wrist & am bitten,0.0,1 m shark,1
1997.0,1.0,australia,victoria,watching seals,0.0,24.0,"no injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",0.0,white shark,1
1996.0,0.0,usa,hawaii,unknown,1.0,24.0,no details,0.0,unknown,1
1996.0,0.0,australia,new south wales,dived naked into the water on a bet,1.0,24.0,left leg & right testicle bitten,0.0,bronze whaler shark,1
1995.0,0.0,usa,florida,swimming,0.0,19.0,left elbow and bicep bitten,0.0,unknown,1
1993.0,1.0,tonga,tongapatu group,sea disaster,1.0,24.0,puncture wounds to right thigh,0.0,unknown,1
1992.0,0.0,usa,california,scuba diving (submerged),1.0,40.0,foot punctured,0.0,unidentified shark,1
1992.0,0.0,australia,new south wales,scuba diving,1.0,24.0,minor injury while delivering pup of female shark caught in a net,0.0,grey nurse shark,1
1992.0,1.0,usa,hawaii,fell from cliff while fishing & disappeared in strong current,1.0,24.0,body recovered next morning. injuries appeared to be inflicted post mortem,0.0,questionable incident,1
1991.0,0.0,usa,hawaii,snorkeling,0.0,41.0,"fatal, right leg at hip, left leg and right forearm severed",1.0,"tiger shark, 2.4 m 3.4 m [8' to 11']",1
1991.0,0.0,usa,florida,swimming,1.0,22.0,arm bitten,0.0,unknown,1
1991.0,0.0,brazil,pernambuco,fishing,0.0,24.0,2 fingers severed by netted shark provoked incident,0.0,"170-kg, 2.8 m shark",1
1990.0,0.0,usa,florida,surfing,1.0,50.0,"hand & wrist bitten, tooth fragments in wound",0.0,1.8 m [6'] shark,1
1990.0,0.0,usa,texas,wade fishing,1.0,18.0,minor injury,0.0,unknown,1
1990.0,0.0,australia,queensland,snorkeling,0.0,24.0,lacerations,0.0,2 m hammerhead,1
1990.0,0.0,australia,queensland,free diving for trochus,1.0,37.0,presumed fatal,1.0,unknown,1
1989.0,0.0,usa,florida,swimming,1.0,19.0,right calf bitten,0.0,1.2 m [4'] shark,1
1989.0,0.0,australia,new south wales,surfing with dolphins,1.0,17.0,"abdomen lacerated, surfboard holed",0.0,"tiger shark, 4 m [13']",1
1988.0,0.0,usa,south carolina,sittting in water with his child,1.0,37.0,left leg bitten,0.0,sand shark?,1
1988.0,0.0,reunion,saint-louis,pêcheur de bichiques,1.0,24.0,fatal,1.0,unknown,1
1988.0,0.0,usa,louisiana,fishing,1.0,24.0,hand bitten by captured shark provoked incident,0.0,mako shark,1
1986.0,0.0,usa,california,free diving  & spearfishing (submerged),1.0,27.0,"punctured lung, lacerations to shoulder, face, jaw, neck & forearm",0.0,5 m to 6 m [16.5' to 20'] white shark,1
1984.0,1.0,south africa,eastern cape province,unknown,0.0,24.0,"human remains recovered, evidence of scavenging by shark/s",0.0,shark involvement prior to death was not confirmed,1
1983.0,1.0,australia,queensland,14 m prawn trawler new venture capsized  & sank in heavy seas three people in the water,1.0,28.0,"left knee bitten, but survived",0.0,"tiger shark, 5 m [16.5']",1
1983.0,0.0,usa,south carolina,fishing,1.0,43.0,leg bitten by captive shark provoked incident,0.0,unknown,1
1982.0,0.0,south africa,western cape province,swimming,0.0,18.0,"left knee, lower leg & foot bitten",0.0,unknown,1
1981.0,0.0,usa,florida,surfing,1.0,28.0,5 puncture marks to hip,0.0,unknown,1
1981.0,0.0,australia,western australia,exercising his dog in the shallows,1.0,24.0,puncture wounds to foot,0.0,1 m hammerhead shark,1
1980.0,0.0,usa,hawaii,resting on body board,1.0,24.0,torso bitten,0.0,"tiger shark, 4.3 m [14']",1
1980.0,1.0,south africa,eastern cape province,spearfishing,1.0,20.0,no injury; 2 m shark made threat display and impaled itself on spear,0.0,invalid,1
1979.0,0.0,south africa,eastern cape province,swimming,1.0,18.0,shin lacerated,0.0,unknown,1
1979.0,0.0,usa,florida,surfing,1.0,27.0,foot & ankle bitten,0.0,blacktip or spinner shark,1
1979.0,0.0,usa,california,scuba diving (submerged),1.0,24.0,"no injury, swim fin bitten",0.0,"white shark, 4 m to 5 m [13' to 16.5']",1
1979.0,0.0,usa,hawaii,fishing,1.0,24.0,"fatal, disappeared while fishing from shore, divers recovered his hand",1.0,unknown,1
1978.0,0.0,usa,california,wading,1.0,24.0,punctures on leg (minor injury),0.0,2 m [6'9] shark,1
1976.0,0.0,usa,oregon,surfing,1.0,19.0,"no injury, board bitten",0.0,"white shark, 4.5 m",1
1975.0,1.0,bangladesh,ganges-brahmaputra delta,ferry capsized,0.0,24.0,"fatal, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks",1.0,unknown,1
1975.0,0.0,australia,queensland,unknown,1.0,24.0,survived,0.0,unknown,1
1973.0,0.0,mozambique,gaza,spearfishing,1.0,41.0,"right leg severed at knee, abrasion on left ankle",0.0,unknown,1
1973.0,0.0,mexico,baja california,"free diving, spearfishing",1.0,37.0,"fatal, leg bitten",1.0,white shark,1
1972.0,0.0,french polynesia,tuamotus,spearfishing,1.0,27.0,thigh bitten,0.0,1.5 m grey reef shark,1
1972.0,0.0,france,antibes,swimming,0.0,24.0,shoulder injured,0.0,white shark,1
1970.0,0.0,unknown,unknown,unknown,1.0,24.0,extensive injuries,0.0,unknown,1
1970.0,0.0,grenada,st. andrew parish,wading,1.0,18.0,"fatal, body not recovered",1.0,unknown,1
1969.0,0.0,australia,new south wales,unknown,1.0,27.0,provoked incident,0.0,unknown,1
1969.0,0.0,usa,california,free diving for abalone,1.0,53.0,leg & ankle severely bitten,0.0,"white shark, 4.3 m 4.9 m [14' to 16']",1
1969.0,0.0,usa,florida,wading,1.0,22.0,no details,0.0,unknown,1
1969.0,0.0,australia,tasmania,fishing,1.0,49.0,lacerations to hand from hooked shark provoked incident,0.0,7-gill shark,1
1968.0,0.0,new zealand,south island,surfing,1.0,17.0,"hit in face by shark, arm abraded, surfboard bitten",0.0,white shark,1
1968.0,0.0,australia,south australia,unknown,1.0,24.0,survived,0.0,white shark,1
1968.0,0.0,usa,florida,clamming,1.0,17.0,lacerations to lower right leg & andkle,0.0,unknown,1
1966.0,0.0,usa,texas,fishing,1.0,14.0,lacerations to right foot,0.0,unknown,1
1966.0,1.0,caribbean sea,unknown,unknown,0.0,24.0,"no injury to occupants, sharks bit chunks from boat",0.0,unknown,1
1966.0,1.0,columbia,unknown,colombian  (avianca) dc-4 airliner plunged into the sea 5 minutes after takeoff,0.0,24.0,"10 survived, 51 perished.",1.0,shark involvement not confirmed,1
1965.0,0.0,johnston island,unknown,freediving,1.0,24.0,no injury,0.0,grey reef shark,1
1965.0,1.0,australia,south australia,fishing,0.0,24.0,no injury to occupants. shark  gouged planks of boat,0.0,15' shark,1
1965.0,0.0,pacific ocean,"250 miles southwest of o'ahu, hawaii","hauling dead shark aboard, when another shark leapt out of the water & bit him",1.0,44.0,"left forearm bitten, surgically amputated",0.0,unknown,1
1964.0,1.0,bermuda,hamilton,conducting a promotional film project for the gemini space program (a practice astronaut recovery),0.0,24.0,"7 rescued, 7 bodies recovered, 10 missing. many sharks in crash area.",1.0,unknown,1
1964.0,1.0,papua new guinea,central province,"canoe capsized with 10 occupants, 8 survived,  hamilton swam off to seek help",1.0,32.0,presumed fatal,1.0,unknown,1
