Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
1969.0,0.0,AUSTRALIA,Tasmania,Fishing,49.0,Lacerations to hand from hooked shark PROVOKED INCIDENT,0.0,14.0,1
1968.0,0.0,NEW ZEALAND,South Island,Surfing,17.0,"Hit in face by shark, arm abraded, surfboard bitten",0.0,17.0,1
1968.0,0.0,AUSTRALIA,South Australia,,24.0,Survived,0.0,14.0,1
1968.0,0.0,USA,Florida,Clamming,17.0,Lacerations to lower right leg & andkle,0.0,9.0,1
1966.0,0.0,USA,Texas,Fishing,14.0,Lacerations to right foot,0.0,15.0,1
1966.0,1.0,CARIBBEAN SEA,,,24.0,"No injury to occupants, sharks bit chunks from boat",0.0,14.0,1
1966.0,1.0,COLUMBIA,,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,24.0,"10 survived, 51 perished.",1.0,14.0,1
1965.0,0.0,JOHNSTON ISLAND,,Freediving,24.0,No injury,0.0,14.0,1
1965.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,No injury to occupants. Shark  gouged planks of boat,0.0,10.0,1
1965.0,0.0,PACIFIC OCEAN,"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him",44.0,"Left forearm bitten, surgically amputated",0.0,23.0,1
1964.0,1.0,BERMUDA,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),24.0,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",1.0,14.0,1
1964.0,1.0,PAPUA NEW GUINEA,Central Province,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",32.0,Presumed FATAL,1.0,22.0,1
1963.0,1.0,USA,California,Swimming,24.0,3 lacerations below right knee,0.0,14.0,1
1963.0,0.0,USA,Hawaii,Surfing,15.0,Left foot & leg bitten,0.0,14.0,1
1963.0,0.0,FIJI,,Freediving,41.0,Hand & arm severely lacerated,0.0,14.0,1
1962.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,24.0,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,0.0,10.0,1
1962.0,0.0,USA,Florida,Rolled off raft,11.0,8 laceration on left calf,0.0,11.0,1
1962.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,13.0,"FATAL, tissue removed from thigh, femoral artery severed",1.0,16.0,1
1962.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, shark bumped board flipping him into the water",0.0,14.0,1
1961.0,0.0,USA,Florida,Spearfishing,22.0,Thigh bitten,0.0,14.0,1
1961.0,0.0,SOUTH AFRICA,Western Cape Province,Standing,24.0,"Lower left leg bitten, abrasions on back of right leg",0.0,15.0,1
1960.0,0.0,PAPUA NEW GUINEA,New Britain,Collecting shells,26.0,Injuries to leg & foot,0.0,14.0,1
1959.0,1.0,JAPAN,Hokkaido Prefecture,,14.0,Survived (no injury?),0.0,14.0,1
1958.0,0.0,MEXICO,Guerrero,Swimming,24.0,FATAL,1.0,14.0,1
1958.0,0.0,USA,Florida,Free diving,29.0,"Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT",0.0,14.0,1
1958.0,0.0,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish in his left hand",24.0,Left forearm amputated,0.0,14.0,1
1958.0,0.0,USA,US Virgin Islands,Spearfishing on Scuba,18.0,Chest bitten by speared shark PROVOKED INCIDENT,0.0,14.0,1
1956.0,0.0,USA,South Carolina,Swimming,7.0,Arm & leg injured,0.0,15.0,1
1955.0,0.0,AMERICAN SAMOA,Tutuila Island,Swimming,28.0,"FATAL, abdomen bitten",1.0,14.0,1
1955.0,0.0,AUSTRALIA,Western Australia,"Competing in U/W endurance record, standing beside drum in 10' of water",25.0,Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT,0.0,11.0,1
1954.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,16.0,Shallow lacerations on torso,0.0,11.0,1
1954.0,0.0,PAPUA NEW GUINEA,West New Britain Province,Swimming,12.0,Leg & abdomen lacerated,0.0,14.0,1
1951.0,0.0,USA,California,,13.0,Severe laceration to foot,0.0,14.0,1
1950.0,0.0,GREECE,,Swimming,24.0,FATAL,1.0,14.0,1
1949.0,1.0,AUSTRALIA,South Australia,,24.0,,0.0,14.0,1
1948.0,1.0,MID ATLANTIC OCEAN,,Leicester abandoned in a hurricane,24.0,"FATAL, 2 men killed by sharks, 20 survived",1.0,14.0,1
1948.0,0.0,IRAN,Shatt-al-Arab River,Swimming,15.0,"Quadriceps lacerated, femur exposed",0.0,14.0,1
1948.0,0.0,NORTHERN MARIANA ISLANDS,Saipan,Swimming,24.0,Heel bitten,0.0,14.0,1
1947.0,1.0,GREECE,Carpathian Sea,Jumped overboard,24.0,Shark involvement  unconfirmed,0.0,14.0,1
1947.0,0.0,USA,Hawaii,Fishing,35.0,"Left forearm, arm & leg lacerated",0.0,10.0,1
1946.0,0.0,ISRAEL,Gaza,Fishing,15.0,Laceration to back,0.0,14.0,1
1945.0,0.0,HONG KONG,,Bathing,24.0,FATAL,1.0,14.0,1
1944.0,0.0,PANAMA,Caribbean Sea,Washed overboard by swell,24.0,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface.",1.0,14.0,1
1944.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,16.0,Ankle severely lacerated,0.0,17.0,1
1943.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,17.0,"FATAL, abdomen, buttock & thigh lacerated",1.0,11.0,1
1942.0,1.0,BRAZIL,,boat capsized during filming,24.0,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",0.0,14.0,1
1941.0,0.0,AUSTRALIA,Western Australia,Swimming,10.0,Right ankle bitten,0.0,22.0,1
1940.0,0.0,PANAMA,Panama Bay (Pacific Ocean),Bathing,18.0,FATAL,1.0,14.0,1
1937.0,1.0,AUSTRALIA,Victoria,Swimming,43.0,Shark involvement prior to death was not confirmed,0.0,14.0,1
1936.0,1.0,AUSTRALIA,Victoria,Fishing,50.0,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",1.0,14.0,1
1935.0,1.0,USA,California,fishing boat exploded & sank,23.0,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",0.0,14.0,1
1934.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,12.0,Right thigh lacerated,0.0,12.0,-1
1934.0,0.0,CHILE,Elqui Province,Fell into the water,24.0,FATAL,1.0,14.0,1
1933.0,1.0,AUSTRALIA,Northern Territory,Fishing,24.0,"No injury, shark chased him ashore",0.0,14.0,1
1930.0,0.0,AUSTRALIA,New South Wales,Swimming,49.0,"Bumped by shark, legs abraded",0.0,14.0,1
1929.0,0.0,USA,Florida,Fishing,24.0,Leg bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1928.0,0.0,AUSTRALIA,New South Wales,Standing in waist-deep water,28.0,"FATAL, right hand severed, large lacerations on thigh",1.0,18.0,1
1924.0,0.0,AUSTRALIA,New South Wales,"Fishing, fell in water & swimming strongly to shore",20.0,"FATAL, partial remains recovered",1.0,15.0,1
1922.0,0.0,AUSTRALIA,Queensland,Swimming,54.0,FATAL,1.0,17.0,1
1917.0,0.0,LIBYA,Mediterranean Sea,Diving for sponges,24.0,"Bitten by shark, but  repelled it with his 'skandalopetra'",0.0,14.0,1
1915.0,0.0,AUSTRALIA,Queensland,Bathing,10.0,Severe bite to arm,0.0,14.0,1
1914.0,0.0,CROATIA,Zadar County,Washing clothes,24.0,"No injury, shark grabbed clothes",0.0,14.0,1
1911.0,0.0,USA,Florida,Fell overboard & swimming,24.0,FATAL,1.0,14.0,1
1910.0,1.0,CROATIA,Primorje-Gorski Kotar County,,24.0,FATAL?,0.0,14.0,1
1910.0,0.0,AUSTRALIA,New South Wales,,24.0,FATAL,1.0,14.0,1
1909.0,0.0,SPAIN,Andalucia,Fishing,24.0,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,0.0,14.0,1
1909.0,0.0,AUSTRALIA,New South Wales,,24.0,Survived,0.0,14.0,1
1906.0,0.0,USA,California,Fishing,24.0,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,0.0,14.0,1
1903.0,0.0,AUSTRALIA,Queensland,Swimming,24.0,FATAL,1.0,14.0,1
1898.0,0.0,YEMEN,Aden,Standing,22.0,FATAL,1.0,14.0,1
1888.0,1.0,AUSTRALIA,Victoria,Fishing,24.0,"No injury to occupants, shark holed boat",0.0,18.0,1
1886.0,0.0,NEW CALEDONIA,South Province,Bathing,24.0,FATAL,1.0,12.0,-1
1885.0,0.0,,,Swimming,24.0,FATAL,1.0,14.0,1
1871.0,0.0,AUSTRALIA,New South Wales,Fishing,24.0,Feet grabbed,0.0,22.0,1
1863.0,0.0,AUSTRALIA,Queensland,Launching a boat,24.0,FATAL,1.0,14.0,1
1862.0,0.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,Very severe wounds,0.0,14.0,1
1858.0,0.0,USA,Hawaii,Swimming,24.0,FATAL,1.0,14.0,-1
1845.0,0.0,ENGLAND,,,24.0,Leg severed,0.0,14.0,-1
1808.0,0.0,JAMAICA,Kingston Parish,Swimming,24.0,FATAL,1.0,14.0,-1
2023.0,0.0,USA,New York,Swimming,47.0,Laceration to right knee,0.0,13.0,1
2023.0,0.0,USA,Florida,Windsurfing,24.0,Lacerations to leg,0.0,15.0,1
2022.0,0.0,USA,Florida,Fishing,29.0,Right knee & thigh bitten by hooked shark,0.0,15.0,1
2022.0,0.0,USA,Florida,,24.0,Leg bitten,0.0,14.0,1
2021.0,1.0,EGYPT,,Swimming,24.0,Laceration to arm caused by metal object,0.0,14.0,1
2021.0,0.0,FRENCH POLYNESIA,Marquesas,Swimming,10.0,,0.0,14.0,1
2021.0,0.0,ST KITTS / NEVIS,The Narrows,Swimming / Kayaking,26.0,"Severe injury to left leg, resulting in amputation above the knee",0.0,9.0,1
2020.0,0.0,USA,Florida,Diving,38.0,Lower leg bitten,0.0,14.0,1
2020.0,0.0,USA,California,Stand-Up Paddleboarding,24.0,"No injury, paddleboard bitten",0.0,18.0,1
2019.0,0.0,USA,Guam,Surfing,24.0,Minor injury to left thigh,0.0,14.0,1
2019.0,0.0,AUSTRALIA,Western Australia,Spearfishing,24.0,"No injury, shark bit swim fin",0.0,9.0,1
2019.0,0.0,USA,Rhode Island,Surfing,18.0,Foot bitten,0.0,18.0,1
2019.0,0.0,AUSTRALIA,Queensland,Swimming,25.0,Puncture marks to left hip and buttocks,0.0,12.0,1
2019.0,1.0,AUSTRALIA,Queensland,Wading,24.0,Injuries to foot & leg,0.0,9.0,1
2018.0,0.0,EGYPT,,Scuba diving,24.0,Calf muscle removed,0.0,14.0,1
2018.0,0.0,ITALY,"Chieti, Province",Playing,24.0,Calf bitten,0.0,14.0,1
2018.0,0.0,USA,South Carolina,Swimming,10.0,Severe bite to right forearm,0.0,15.0,1
2018.0,0.0,MALDIVES,Alifu Alifu Atoll,Fishing,32.0,5-inch cut to hand,0.0,21.0,1
2018.0,0.0,AUSTRALIA,New South Wales,Free diving,28.0,"No injury, shark took his swimfin",0.0,14.0,1
2017.0,1.0,SOUTH AFRICA,Western Cape Province,Scuba Diving,31.0,"FATAL, but death was probably due to drowning",0.0,14.0,1
2017.0,0.0,USA,South Carolina,Swimming,13.0,Minor cuts to sole & toes of left foot,0.0,13.0,1
2017.0,0.0,USA,Florida,Swimming,46.0,Lower legs bitten,0.0,15.0,1
2017.0,0.0,MEXICO,Tabasco,Fishing,32.0,Hand bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
2017.0,0.0,USA,South Carolina,Swimming,16.0,Left foot bitten,0.0,14.0,1
2017.0,0.0,BAHAMAS,New Providence,Snorkeling,32.0,Right forearm severed,0.0,14.0,1
2017.0,1.0,USA,South Carolina,Swimming,24.0,Laceration & puncture wounds to left foot,0.0,8.0,1
2017.0,0.0,PHILIPPINES,Luzon Island,Spearfishing,25.0,Right thigh injured,0.0,14.0,1
2016.0,0.0,USA,Florida,Surfing,9.0,Minor injury to leg,0.0,14.0,1
2016.0,0.0,AUSTRALIA,Western Australia,Spearfishing,19.0,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,0.0,14.0,1
2016.0,0.0,USA,Florida,Swimming,48.0,Ankle bitten,0.0,9.0,1
2016.0,0.0,SOUTH AFRICA,Western Cape Province,Surf-skiing,24.0,"No injury, surf-ski bitten",0.0,8.0,1
2015.0,1.0,USA,California,Fishing,24.0,"No injury, shark rammed kayak repeatedly",0.0,11.0,1
2015.0,0.0,AUSTRALIA,Victoria,Surfing,40.0,Left hand bitten,0.0,14.0,1
2015.0,0.0,USA,Florida,Wading,19.0,Minor lacerations to dorsum of right foot,0.0,13.0,1
2015.0,0.0,USA,Hawaii,Snorkeling,65.0,FATAL,1.0,9.0,1
2015.0,0.0,USA,Hawaii,Shark fishing,20.0,Lacerations to calf by hooked shark PROVOKED INCIDENT,0.0,3.0,-1
2014.0,0.0,AUSTRALIA,Western Australia,Spearfishing,17.0,FATAL,1.0,9.0,1
2014.0,0.0,AUSTRALIA,Victoria,Fishing,24.0,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,0.0,9.0,1
2014.0,0.0,USA,South Carolina,Boogie boarding,10.0,Lacerations to right leg & foot,0.0,14.0,1
2014.0,0.0,USA,Florida,Surfing,24.0,Lacerations to foot,0.0,13.0,1
2014.0,0.0,USA,Florida,Surfing,21.0,Lacerations to toes,0.0,14.0,1
2013.0,0.0,USA,Florida,,3.0,Arm bitten by captive shark PROVOKED INCIDENT,0.0,14.0,1
2013.0,0.0,USA,Florida,Swimming,24.0,Lacerations to left foot,0.0,14.0,1
2013.0,1.0,AUSTRALIA,New South Wales,Surfing,47.0,Never happened; it was a  hoax,0.0,14.0,1
2012.0,0.0,USA,Florida,Swimming or boogie boarding,56.0,Puncture wound to left ankle,0.0,16.0,1
2011.0,0.0,ECUADOR,Santa Elena,Surfing,23.0,Lacerations to left thigh and calf,0.0,18.0,1
2011.0,0.0,USA,Hawaii,Canoeing,24.0,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",0.0,14.0,1
2010.0,0.0,BAHAMAS,Exuma Islands,Snorkeling,24.0,Calf bitten,0.0,14.0,1
2010.0,0.0,USA,Florida,Surf fishing / wading,24.0,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,0.0,15.0,1
2009.0,0.0,EGYPT,St. Johns Reef,Scuba diving,24.0,Lacerations to left hand,0.0,14.0,1
2009.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, shark damaged surfboard",0.0,9.0,1
2009.0,0.0,NEW ZEALAND,South Island,Surfing,24.0,"No injury, bumped off board by the shark",0.0,14.0,1
2009.0,0.0,AUSTRALIA,New South Wales,Surfing,31.0,Left thigh severely bitten,0.0,9.0,1
2009.0,1.0,NEW ZEALAND,North Island,Fishing,24.0,"No injury to occupants, shark hit boat & bit outboard motor",0.0,14.0,1
2008.0,0.0,FRENCH POLYNESIA,Society Islands,Spearfishing,26.0,Lacerations to face,0.0,14.0,1
2008.0,0.0,JAPAN,Tokyo Bay,Diving,24.0,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",0.0,14.0,1
2008.0,0.0,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it,20.0,Laceration to left knee PROVOKED INCIDENT,0.0,7.0,1
2007.0,0.0,BRAZIL,Pernambuco,Removing fish from a trap,28.0,20 cm injury to left foot,0.0,14.0,1
2007.0,0.0,USA,Florida,Swimming,15.0,"Minor injury, small lacerations to right foot",0.0,17.0,1
2007.0,0.0,USA,North Carolina,Swimming,14.0,Right calf bitten,0.0,12.0,1
2007.0,0.0,USA,Florida,Surfing,24.0,Lacerations to left index finger & thumb,0.0,17.0,1
2006.0,0.0,BRAZIL,,,20.0,FATAL,1.0,13.0,1
2006.0,1.0,ITALY,,Sea Disaster,24.0,FATAL,1.0,14.0,1
2006.0,0.0,USA,Texas,Surf fishing,24.0,Right foot bitten,0.0,14.0,1
2006.0,0.0,AUSTRALIA,New South Wales,Surfing,15.0,Minor laceration to left foot,0.0,13.0,1
2006.0,0.0,USA,Hawaii,Surfing,28.0,5 puncture wounds in left calf,0.0,11.0,1
2005.0,0.0,USA,Florida,Surfing,17.0,Lacerations to right thigh,0.0,14.0,1
2005.0,0.0,AUSTRALIA,New South Wales,Standing,15.0,Left foot & ankle lacerated,0.0,14.0,1
2005.0,1.0,NEW ZEALAND,North Island,Fishing from a kayak,39.0,"No injury, kayak bumped repeatedly",0.0,12.0,1
2004.0,0.0,USA,North Carolina,Surfing,28.0,Right calf bitten,0.0,17.0,1
2004.0,0.0,USA,Texas,Wading / fishing & carrying a bag of fish,11.0,Right forearm nearly severed and bites above & below the right knee,0.0,19.0,1
2004.0,0.0,TONGA,Nuku'alofa,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,24.0,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",1.0,14.0,1
2004.0,0.0,NEW ZEALAND,"South Island, near Karitane north of Dunedin",Surfing,15.0,Thigh lacerated,0.0,19.0,1
2003.0,0.0,INDIA,Tamil Nadu,Swimming or surfing,35.0,Left index finger lacerated,0.0,14.0,1
2003.0,0.0,USA,Florida,Surfing,24.0,Lacerations to hand,0.0,14.0,1
2003.0,1.0,USA,California,Swimming,31.0,Left ankle lacerated,0.0,0.0,-1
2002.0,0.0,BRAZIL,Pernambuco,Surfing,19.0,FATAL,1.0,14.0,1
2002.0,0.0,USA,Florida,Surfing,15.0,Lacerations on heel & dorsum of right foot,0.0,15.0,1
2002.0,0.0,USA,South Carolina,Surfing,13.0,Heel bitten,0.0,19.0,1
2002.0,0.0,AUSTRALIA,Queensland,Surfing,30.0,minor injury to foot,0.0,10.0,1
2001.0,0.0,USA,Florida,Surfing,14.0,1 to 2 cuts on right ankle & foot,0.0,15.0,1
2001.0,0.0,USA,Florida,Surfing,22.0,Lacerations to top & bottom of left foot,0.0,12.0,1
2001.0,0.0,USA,Hawaii,Surfing,24.0,Minor punctures & lacerations on left hand,0.0,7.0,1
2000.0,0.0,AUSTRALIA,Western Australia,Swimming,49.0,"FATAL, torso bitten, leg severed",1.0,6.0,-1
2000.0,0.0,USA,Florida,Body surfing,11.0,Right foot & heel lacerated,0.0,12.0,1
2000.0,0.0,USA,Hawaii,"Windsurfing, but sitting on his board",53.0,Left calf lacerated,0.0,11.0,1
2000.0,1.0,USA,Florida,Sailing,24.0,"No injury to occupants, boat's rear platform bitten",0.0,14.0,1
1999.0,0.0,MAURITIUS,,Spearfishing,47.0,Legs & torso injured,0.0,14.0,1
1998.0,0.0,USA,Florida,Scuba diving,16.0,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",0.0,14.0,1
1997.0,0.0,USA,Florida,Surfing,23.0,5 gash in foot,0.0,17.0,1
1997.0,0.0,OKINAWA,Miyako,Fishing for octopus,55.0,"FATAL, legs severed",1.0,14.0,1
1997.0,0.0,USA,Hawaii,,24.0,No details,0.0,14.0,1
1995.0,0.0,USA,South Carolina,Jumped off surfboard & landed on the shark,24.0,Foot bitten PROVOKED INCIDENT,0.0,14.0,1
1995.0,0.0,FIJI,Yasawa Islands,Sleeping in anchored boat,69.0,"FATAL, hand & leg severely injured by shark that leapt into boat",1.0,14.0,1
1994.0,0.0,USA,Florida,Wading,9.0,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,0.0,13.0,1
1994.0,0.0,USA,Florida,Surfing,28.0,Right foot lacerated,0.0,8.0,1
1994.0,1.0,USA,California,,25.0,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem,0.0,14.0,1
1994.0,0.0,BAHAMAS,,Wading,24.0,Lower right  leg bitten,0.0,10.0,1
1994.0,0.0,USA,Florida,Freediving for seashells,71.0,Left shoulder lacerated,0.0,15.0,1
1994.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"No injury to occupants, shark bit anchor and ladder",0.0,7.0,1
1993.0,0.0,USA,North Carolina,Riding floatation device,19.0,Severe lacerations to abdomen & thighs,0.0,10.0,1
1992.0,0.0,USA,California,Spearfishing / free diving,31.0,10 puncture wounds to right calf,0.0,15.0,1
1992.0,0.0,USA,California,Hookah diving for sea urchins,40.0,Foot & swim fin punctured,0.0,11.0,1
1992.0,0.0,BAHAMAS,Abaco Islands,"Snorkeling, carrying a speared fish in her hand",34.0,Left hand bitten,0.0,14.0,1
1992.0,0.0,REUNION,La Saline-les-Bains,Spearfishing,24.0,Survived,0.0,16.0,1
1991.0,0.0,SOUTH AFRICA,Western Cape Province,Scuba diving,24.0,"No injury, tank scratched by shark",0.0,13.0,1
1990.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Fishing,24.0,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",0.0,14.0,1
1989.0,0.0,AUSTRALIA,Tasmania,Surfing,17.0,"No injury, board bitten",0.0,14.0,1
1989.0,1.0,USA,Hawaii,Scuba diving,24.0,"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains",0.0,16.0,1
1989.0,0.0,AUSTRALIA,South Australia,Surfing,27.0,Thigh bitten FATAL,1.0,20.0,1
1988.0,0.0,JAPAN,Tokyo Prefecture,,24.0,Survived,0.0,14.0,1
1988.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Lying atop surfboard,15.0,"Leg bitten, surgically amputated",0.0,7.0,-1
1987.0,0.0,USA,Florida,Surfing,15.0,Leg lacerated,0.0,14.0,1
1987.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,Possible drowning / scavenging,0.0,14.0,1
1986.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,24.0,2 punctures in lower leg,0.0,14.0,1
1986.0,0.0,SOUTH KOREA,,Shell diving,24.0,FATAL,1.0,14.0,1
1986.0,0.0,SPAIN,Cádiz,Windsurfing,24.0,Foot severed,0.0,10.0,1
1985.0,1.0,USA,California,Boat,24.0,2 semi-circular bites on aft starboard tube of boat,0.0,14.0,1
1984.0,1.0,USA,Florida,Swimming,22.0,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",0.0,14.0,1
1984.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,27.0,"No injury, board bitten",0.0,17.0,1
1983.0,0.0,USA,Florida,Standing,15.0,Abrasions to leg,0.0,14.0,1
1981.0,0.0,USA,Florida,Swimming,19.0,Hand & forearm bitten,0.0,11.0,1
1981.0,1.0,ENGLAND,,Fishing,24.0,Minor injuries from shark that leapt aboard their boat,0.0,14.0,1
1979.0,0.0,AUSTRALIA,New South Wales,Scuba diving,18.0,Leg bitten,0.0,14.0,1
1974.0,0.0,USA,California,Surfing,17.0,"Thigh, lower back and surfboard bitten",0.0,7.0,1
1974.0,0.0,USA,Oregon,Surfing,24.0,No injury,0.0,9.0,1
1973.0,0.0,MOZAMBIQUE,Gaza,Spearfishing,28.0,FATAL,1.0,9.0,1
1971.0,0.0,USA,California,Hookah diving (submerged),24.0,"Major injuries to head, buttocks & back",0.0,14.0,1
1971.0,0.0,VENEZUELA,,,66.0,"FATAL, body not recovered",1.0,14.0,1
1964.0,0.0,SENEGAL,Cap Vert Peninsula,Free diving for shell,24.0,Thigh & hand bitten,0.0,14.0,1
1964.0,0.0,SOUTH AFRICA,Western Cape Province,Body boarding,25.0,Right ankle lacerated,0.0,8.0,1
1964.0,0.0,FIJI,,Spearfishing,24.0,FATAL,1.0,14.0,1
1963.0,0.0,AUSTRALIA,Queensland,Catching sharks under government contract,24.0,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",0.0,14.0,1
1963.0,0.0,AUSTRALIA,New South Wales,Spearfishing,18.0,Left leg lacerated,0.0,15.0,1
1962.0,0.0,PANAMA,Pinas Bay,Sitting in shallows,1.0,"FATAL, body not recovered",1.0,14.0,1
1962.0,0.0,MADAGASCAR,,Finning the shark,20.0,Right calf lacerated by boated shark PROVOKED INCIDENT,0.0,9.0,1
1962.0,0.0,USA,Florida,,17.0,Bitten on leg or ankle,0.0,14.0,1
1962.0,0.0,NEW ZEALAND,South Island,Splashing,18.0,"Left hand injured: gash on back of hand, toothmarks on palm",0.0,16.0,1
1962.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,"No injury to occupant, shark bit propeller & lifted boat several feet",0.0,14.0,1
1961.0,0.0,NEW BRITAIN,East New Britain Province,Spearfishing,24.0,Minor injuries to arm,0.0,14.0,1
1961.0,0.0,USA,California,Free diving for abalone,20.0,"No injury, wetsuit bitten",0.0,8.0,1
1961.0,0.0,MOZAMBIQUE,Gaza,Swimming,37.0,"Multiple injuries to both hands, left leg & foot",0.0,10.0,1
1961.0,1.0,PERSIAN GULF,United Arab Emirates,Cargo ship Dara sank after collision with another ship during a severe storm,24.0,Some of the survivors said to have been bitten by sharks,1.0,14.0,1
1961.0,0.0,SENEGAL,Cap Vert Peninsula,Free diving for molluscs,20.0,FATAL,1.0,14.0,1
1960.0,1.0,USA,California,Ejected from F3H-2 aircraft,36.0,"No injury, shark hit his foot & circled",0.0,14.0,1
1960.0,0.0,USA,South Carolina,Fishing inside net,24.0,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",0.0,14.0,1
1960.0,0.0,AUSTRALIA,New South Wales,Free diving,13.0,"FATAL, right leg severed above knee, surgically amputated but died 9 days later",1.0,15.0,1
1960.0,0.0,SRI LANKA,Eastern  Province,Collecting ornamental fish,24.0,"No injury, beat off shark with his collecting net",0.0,14.0,1
1959.0,0.0,USA,California,Diving for abalone,30.0,"Ankle twisted, swim fin bitten",0.0,15.0,1
1959.0,1.0,AUSTRALIA,New South Wales,Spearfishing,22.0,Thigh lacerated,0.0,14.0,1
1958.0,0.0,USA,New York,Spearfishing,20.0,Bitten by harpooned shark PROVOKED INCIDENT,0.0,14.0,1
1955.0,0.0,USA,Hawaii,Hunting turtle,24.0,Arm bitten,0.0,9.0,1
1954.0,0.0,THE BALKANS,Slovenia,Swimming,24.0,FATAL,1.0,21.0,1
1954.0,1.0,USA,Hawaii,Fishing from shore,24.0,"Body recovered, mutilated by shark/s",0.0,14.0,1
1950.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,Legs nipped,0.0,14.0,1
1950.0,0.0,AUSTRALIA,Queensland,Body surfing,21.0,Part of buttocks & fingers severed,0.0,17.0,1
1950.0,1.0,ITALY,Tyrrhenian Sea,Fishing on a boat,24.0,No injury,0.0,14.0,1
1950.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,20.0,FATAL,1.0,18.0,1
1949.0,1.0,AUSTRALIA,Western Australia,,24.0,Human hand recovered from 2.4 m [8'] tiger shark,0.0,14.0,1
1947.0,0.0,KENYA,Coast Province,Swimming,24.0,Knee grazed,0.0,14.0,1
1946.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,24.0,Foot severely lacerated,0.0,15.0,1
1944.0,0.0,USA,Florida,Bathing,15.0,Left calf bitten,0.0,14.0,1
1942.0,0.0,AUSTRALIA,Queensland,Diving from lugger,24.0,"Hands, arms & knee lacerated",0.0,14.0,1
1940.0,0.0,AUSTRALIA,New South Wales,Standing on sandbank,23.0,"FATAL, injuries to lower back",1.0,9.0,1
1940.0,0.0,AUSTRALIA,New South Wales,Free diving for lobster,24.0,Minor injuries to foot,0.0,14.0,1
